,a1,a2,a3,g1,g2,g3,y
15283,-2.159188,9.89832,8.906467,-1.874976,-0.1374736,0.06698163,3
15284,2.28605,8.41605,5.868615,-1.66381,-0.05838499,0.1981116,3
15285,0.7332728,9.699735,5.519192,-1.390071,-0.005254909,0.2282009,3
15286,0.3848037,9.385858,5.399779,-1.18236,0.1489421,0.2057824,3
15287,3.905921,9.260133,4.434094,-1.064764,-0.2872424,0.07114304,3
15288,5.224224,9.936614,3.31494,-0.9805829,-1.332104,-0.1191729,3
15289,-1.902924,9.014289,3.652717,-0.9057768,-1.989752,-0.177767,3
15290,-5.53209,8.71878,4.216063,-0.8977785,-1.2122,0.07926465,3
15291,1.835521,9.225652,2.643044,-1.032606,-0.05372517,0.3209211,3
15292,4.305888,9.698369,0.7814905,-1.110612,-0.739531,0.2295173,3
15293,-3.329983,7.400856,-0.3405866,-1.21449,-1.265875,0.1434283,3
15294,-4.724196,9.451773,0.3209673,-1.534479,-0.5229238,0.3973736,3
15295,0.8991201,11.43953,1.268809,-1.918952,-0.04810818,0.6161287,3
15296,4.024757,12.06063,1.153682,-2.253617,-0.4747054,0.6290703,3
15297,0.5583993,11.08654,0.3995922,-2.621515,-0.8022934,0.8832071,3
15298,1.327382,13.25279,0.9141377,-3.116725,-0.6237164,1.285161,3
15299,4.232084,15.08463,-2.483504,-3.625903,-1.480065,1.063782,3
15300,0.9052052,20.56364,-0.931856,-3.885836,-2.190351,1.04366,3
15301,3.44423,20.29147,-1.718201,-4.254444,-2.979886,0.6311455,3
15302,-16.57537,19.14793,16.54871,-4.158156,-4.084573,0.6559139,3
15303,-10.49984,14.96584,14.41998,-3.524075,-0.7471637,1.296177,3
15304,-1.970448,7.41041,16.57338,-2.151911,2.278608,0.9270003,3
15305,15.7882,11.84201,11.79109,-2.077923,3.330076,0.1266199,3
15306,6.76388,11.63803,11.16925,-0.8914363,1.445392,-0.165936,3
15307,-1.859862,5.250322,12.04405,1.572239,0.1642938,-1.03833,3
15308,-3.155897,2.384626,12.40786,2.697216,1.046263,-0.9580197,3
15309,1.110309,2.027412,10.98629,4.117657,2.553533,-0.7616268,3
15310,2.177118,1.984423,11.09139,5.197658,2.963334,-0.7785183,3
15311,5.127615,-0.2672276,12.11158,6.405897,2.943205,-0.533419,3
15312,6.931357,-0.463803,11.8608,7.086587,2.522016,-0.3442875,3
15313,5.574368,0.868567,14.09649,8.05506,1.513356,-0.4759517,3
15314,4.838271,4.990585,18.27033,8.630563,1.220651,-0.4307594,3
15315,2.687174,3.173481,10.9866,8.773137,1.004961,-0.4882741,3
15316,-0.9853899,5.112263,6.504487,7.537211,0.6576123,-0.1609213,3
15317,6.024164,-4.528774,8.605822,4.920898,1.682437,-0.1278205,3
15318,8.073115,-13.62931,-8.016499,2.198716,0.5550448,-0.3448931,3
15319,-12.29001,-4.898088,5.559518,-2.152882,-0.8133039,-0.2906532,3
15320,-11.50917,5.269182,13.61054,-4.490826,0.4365418,0.4642031,3
15321,4.704428,36.49522,-3.309867,-1.870074,3.291635,0.5356902,3
15322,14.3533,-2.871045,-1.636612,-0.6556503,3.171218,0.07015241,3
15323,9.079889,2.066571,12.50304,-3.8222,0.7617714,0.6352168,3
15324,-0.1180673,7.395696,12.18233,-3.232711,-0.1291153,-0.3405224,3
15325,-4.144505,13.51584,14.94812,-2.741691,-0.7659411,-0.5080377,3
15326,-0.7425901,8.061679,11.03942,-1.968528,-0.7506151,-0.4979333,3
15327,0.2203013,10.14449,6.410061,-1.563302,-0.8884009,-0.1217799,3
15328,-2.068973,9.634195,5.395849,-1.23053,-0.7832894,-0.03953911,3
15329,0.9030197,8.929902,4.92338,-1.076721,0.2370793,0.06191061,3
15330,4.382122,9.416248,3.969829,-0.9852405,0.06520228,0.07461109,3
15331,2.879973,9.550296,2.946626,-0.8930801,-1.378067,-0.2247544,3
15332,-3.822342,8.809731,3.081268,-0.8351342,-2.086071,-0.3255619,3
15333,-2.969416,8.889411,2.24755,-0.9508026,-1.108882,0.03047534,3
15334,1.485974,9.684792,0.8185996,-1.102419,-0.4555303,0.1790606,3
15335,-0.5580853,8.17484,1.096176,-1.25248,-0.8771821,0.1008576,3
15336,-2.663352,7.967058,2.774582,-1.385207,-0.7678202,0.1619674,3
15337,1.613173,10.55671,2.876174,-1.607912,-0.2184186,0.3387183,3
15338,2.090926,10.81126,1.502464,-1.710488,-0.4694816,0.3167215,3
15339,0.8962699,12.15627,0.8184082,-2.076517,-1.013438,0.3689897,3
15340,1.807797,12.32966,0.5184406,-2.385458,-0.7882319,0.5949489,3
15341,3.156832,15.49055,-1.126197,-2.926812,-0.832162,1.082157,3
15342,1.329675,16.05948,-3.238969,-3.286117,-1.370044,1.010666,3
15343,5.816307,17.12291,-3.139467,-3.728711,-1.889788,0.9753545,3
15344,4.264215,17.59376,-1.723205,-4.294029,-3.276178,0.4970573,3
15345,-17.64765,21.41881,17.65961,-4.208095,-2.959916,1.025813,3
15346,-8.58075,16.92646,12.78211,-3.147064,0.7873538,1.447829,3
15347,8.090158,2.114737,18.71039,-1.602156,2.832988,0.6231713,3
15348,17.77713,7.957712,11.58732,-1.864621,3.061129,0.03709011,3
15349,5.042341,11.43027,9.755582,0.2448113,-0.3794198,-0.7437595,3
15350,-2.104545,5.65335,11.4172,1.617778,-0.8465851,-1.452729,3
15351,-4.408772,2.629365,11.36555,3.113243,0.7291057,-1.185921,3
15352,-0.1354406,2.586121,10.53506,4.144728,2.033396,-1.110697,3
15353,3.329638,1.714653,10.89267,5.401176,2.538891,-1.013637,3
15354,4.483071,0.7637442,11.08083,6.186435,2.461514,-0.7781814,3
15355,4.699145,-0.8466176,12.18292,7.1671,1.884703,-0.5760406,3
15356,3.834649,1.700767,13.74343,7.699477,1.583182,-0.5164269,3
15357,4.156722,6.288745,17.26859,8.671306,1.520106,-0.4373873,3
15358,5.296148,3.428149,10.9237,8.444915,1.427764,-0.325951,3
15359,-1.438195,5.39218,7.071129,6.926525,0.8264336,-0.07814635,3
15360,8.532899,-3.436389,7.474987,5.199153,1.729479,-0.1702977,3
15361,3.487077,-7.927203,-6.832006,1.200717,-0.4824018,-0.5715529,3
15362,-13.12964,-1.886265,6.290849,-1.879014,-1.803361,-0.6578543,3
15363,-8.768946,24.7474,7.644567,-4.183731,0.8397412,0.6494089,3
15364,2.098202,29.67405,-1.555899,-0.8322849,3.005086,0.303029,3
15365,9.599932,-3.588168,6.297312,-3.279078,2.731461,0.9351378,3
15366,11.17995,3.408712,12.05997,-3.627792,1.356506,0.7221255,3
15367,-0.09184661,9.197973,12.74157,-2.875966,-0.401906,-0.3381078,3
15368,-3.005586,12.19198,13.04119,-2.531832,-1.130582,-0.4722496,3
15369,-1.454705,8.526549,9.408274,-1.889799,-0.8603216,-0.3077275,3
15370,1.420224,9.967299,6.254918,-1.585768,-0.6436525,-0.005118259,3
15371,-0.8741748,9.33279,5.604037,-1.203586,-0.4161393,0.07187436,3
15372,-0.03336906,9.298847,5.395576,-1.077268,0.03558013,0.1547541,3
15373,5.034874,9.469611,3.569926,-0.9322598,-0.1549423,0.08586792,3
15374,4.476743,9.342281,2.612281,-0.8908573,-1.169393,-0.1103484,3
15375,-2.176577,8.798348,2.657658,-0.8811591,-2.18981,-0.2715508,3
15376,-4.891843,9.045823,2.458526,-0.9317514,-1.521037,0.03653456,3
15377,0.9135201,9.469593,0.4668687,-1.107874,-0.6552628,0.2416575,3
15378,0.1545079,8.738657,-0.02062689,-1.202532,-0.9176848,0.2262461,3
15379,-4.754817,8.467835,1.751015,-1.414967,-0.7376631,0.3971704,3
15380,-1.635837,9.769731,1.597743,-1.678357,-0.004899166,0.6187816,3
15381,3.210574,11.03525,1.676449,-1.900614,-0.2467753,0.638298,3
15382,2.518299,11.92013,0.9339349,-2.203215,-0.6781778,0.6621827,3
15383,1.702111,12.54156,1.150278,-2.667219,-0.5273682,1.134594,3
15384,4.911538,15.18915,-0.6166127,-3.130171,-0.5414042,1.383533,3
15385,-1.103989,19.1548,-2.769232,-3.580832,-1.650249,1.198287,3
15386,2.938355,18.50843,-3.108543,-3.785153,-1.926399,1.152809,3
15387,-5.906176,19.5069,10.74513,-4.229449,-3.850277,0.5489529,3
15388,-16.36813,19.20363,17.04816,-3.99597,-2.187606,1.140021,3
15389,-1.104057,10.30279,14.15264,-2.556944,1.754985,1.083065,3
15390,8.058614,3.049166,19.05372,-1.957336,3.061577,0.1542118,3
15391,9.188118,12.65485,8.532406,-1.406007,1.679226,-0.1663496,3
15392,2.648017,11.22755,9.671136,0.4166705,0.03819126,-0.8676903,3
15393,-3.65798,3.785248,11.17721,2.269266,0.6968067,-1.117921,3
15394,-2.034215,2.366411,11.46514,3.211734,1.95629,-0.8427882,3
15395,2.242746,2.857196,10.07579,4.493472,2.868007,-0.7394845,3
15396,3.959048,1.446267,10.64292,5.521796,2.859349,-0.6540472,3
15397,5.47191,-1.094551,11.41202,6.608692,2.334649,-0.3728943,3
15398,5.580352,-0.7971763,11.55059,7.211424,1.773963,-0.2955275,3
15399,4.704631,2.812783,14.71895,7.943197,1.19891,-0.3842444,3
15400,4.105673,6.069238,16.99996,8.566197,1.0154,-0.4602253,3
15401,2.802631,3.372355,10.1782,8.17016,0.9928152,-0.3541906,3
15402,-1.006157,6.04971,7.88095,6.317329,1.064819,-0.08326814,3
15403,6.634309,-11.05222,-3.926132,3.919202,1.346356,-0.4239307,3
15404,3.015688,-8.619327,-6.913191,0.1617785,-0.3533248,-0.3059812,3
15405,-6.593443,15.44513,2.71663,-3.8502,-0.7467343,-0.2017628,3
15406,-3.141006,37.8795,-1.488784,-2.927948,0.6607344,0.2375955,3
15407,-1.682667,-3.976526,5.93288,-3.187095,2.314344,0.9684336,3
15408,10.60129,-0.1110036,17.08884,-3.92327,2.865554,1.408182,3
15409,8.029699,6.568921,11.71942,-2.543707,1.122701,0.05220272,3
15410,1.416534,15.08494,12.58756,-2.285342,-0.7288652,-0.412553,3
15411,-4.145998,10.27288,10.05766,-1.876623,-1.258921,-0.4986836,3
15412,-2.173267,7.473762,6.444158,-1.641733,-0.8535286,-0.1638816,3
15413,-0.6004269,9.88381,5.88509,-1.374096,-0.306058,0.1049828,3
15414,-0.3037928,9.732067,5.457586,-1.093525,0.04961187,0.1051725,3
15415,2.678459,8.996994,4.398837,-0.9115094,0.3089952,0.2121114,3
15416,5.541121,9.102353,2.976151,-0.9185921,-0.0408033,0.04062137,3
15417,3.630717,9.326928,2.134061,-0.8924414,-1.630901,-0.3517303,3
15418,-1.402522,8.636663,2.990005,-0.9224137,-2.066153,-0.3516226,3
15419,-4.141143,8.347483,2.82829,-1.088691,-1.242428,-0.003038273,3
15420,-0.08094158,9.207148,1.80556,-1.196446,-0.6808026,0.114434,3
15421,-0.8131771,7.759822,0.7909321,-1.312753,-0.8974909,0.1413842,3
15422,-2.899218,8.309879,-0.0006608258,-1.532441,-0.7004793,0.2589581,3
15423,-4.080911,10.47662,1.125213,-1.754161,-0.06256787,0.5453831,3
15424,1.554844,10.21,1.482884,-2.092125,0.3210104,0.6842766,3
15425,5.871708,11.71207,-0.1565556,-2.621608,-0.468858,0.6412953,3
15426,1.394737,11.78844,0.7297515,-2.993116,-0.8308978,0.9224226,3
15427,4.200151,14.19628,-0.9259401,-3.570518,-0.6965899,1.093807,3
15428,4.629591,14.97101,-1.792043,-3.937728,-1.218001,0.9073391,3
15429,10.40797,23.05331,-3.534411,-4.345085,-2.582226,0.3583314,3
15430,1.453512,22.04024,3.504685,-4.319989,-4.594445,-0.2406801,3
15431,-15.47853,21.23071,17.64386,-4.155374,-3.098942,0.6022237,3
15432,-4.502914,12.56894,14.50461,-2.709307,0.1428724,0.8171218,3
15433,6.668587,3.518274,19.41258,-1.638854,2.202398,-0.03828887,3
15434,12.67727,10.17951,10.99875,-1.327336,0.9794546,-0.3464906,3
15435,-3.009062,7.352298,12.3345,0.873758,-0.151774,-1.102737,3
15436,-4.156665,4.155951,11.70857,2.181228,0.7726016,-1.324952,3
15437,-1.232409,2.066099,11.63039,3.862469,2.65708,-1.007964,3
15438,2.317204,2.245409,11.20672,4.901248,3.223777,-0.9072062,3
15439,4.482761,1.459225,11.62907,6.160492,3.063313,-0.6925367,3
15440,6.236269,-0.5005356,12.12173,7.011321,2.620547,-0.445978,3
15441,5.334015,1.103675,13.01531,7.956399,1.562016,-0.4032183,3
15442,3.959987,1.549745,16.5207,8.457694,1.207832,-0.3966974,3
15443,4.625812,4.04775,15.52839,8.841345,1.416176,-0.2855556,3
15444,3.142819,5.910705,9.503943,8.263345,0.9068626,-0.1369015,3
15445,6.880482,1.968062,4.857502,6.384981,1.182081,-0.1737118,3
15446,10.7667,-17.63547,-5.670872,3.87631,0.4008407,-0.9446538,3
15447,-6.160653,-7.813764,-1.73095,-1.849291,-1.547394,-0.4364667,3
15448,-17.39907,-6.245298,11.60231,-4.423637,-0.2434598,0.1850443,3
15449,-1.413717,13.77228,17.25013,-5.500904,3.243057,1.744499,3
15450,17.04598,38.80482,-12.98053,-1.524709,4.073749,1.263701,3
15451,12.63431,-20.70388,1.3857,-1.977913,1.322872,-0.08208167,3
15452,3.579495,-2.774064,11.10243,-3.87977,-0.5668454,0.1936222,3
15453,-2.934809,17.09461,13.82003,-3.478939,-0.1143205,-0.3675065,3
15454,-0.4378422,16.16676,12.37833,-2.409426,-1.035421,-0.337996,3
15455,-2.018722,5.520298,10.12526,-1.610257,-1.628092,-0.3428277,3
15456,-0.7818785,9.928723,7.258772,-1.452965,-0.8007813,0.326603,3
15457,0.07076341,9.12137,6.427867,-1.325183,0.1457438,0.02612052,3
15458,5.062747,10.59646,5.324489,-1.106363,-0.01451871,0.0244693,3
15459,3.121193,8.721475,5.545792,-0.8545427,-1.847433,-0.2827992,3
15460,-2.905523,8.483071,5.2677,-0.8047934,-2.11628,-0.2341892,3
15461,-2.952774,9.486085,4.509803,-0.8372828,-1.007762,-0.01329111,3
15462,-0.3099943,9.901716,4.203999,-0.8482669,-0.6927113,0.1242238,3
15463,2.544735,9.173572,1.024653,-1.003667,-1.265338,0.04606632,3
15464,-2.659417,8.282373,0.262253,-1.086759,-1.570362,0.02673377,3
15465,-2.133855,10.18563,0.3884058,-1.41006,-0.6141623,0.4052852,3
15466,1.198695,11.24378,-0.5535723,-1.713521,-0.258399,0.6230256,3
15467,0.8053084,11.92859,0.2486082,-2.122264,-0.7323841,0.7166039,3
15468,1.27705,12.74807,-1.332403,-2.464229,-0.6734833,0.9098369,3
15469,2.234521,13.45849,-0.853836,-2.980074,-0.6316972,1.248759,3
15470,2.721208,15.3966,-3.014416,-3.353682,-1.104767,1.21993,3
15471,0.9172156,18.99962,-2.681517,-3.636062,-1.857188,1.009665,3
15472,0.6558583,21.27097,0.8694319,-4.305875,-2.898554,0.5095221,3
15473,-16.39149,22.86025,18.54341,-4.311511,-2.266389,1.198985,3
15474,-8.499383,20.01088,14.33393,-2.760693,0.848936,1.292741,3
15475,4.470322,4.180752,18.01346,-2.214648,2.896945,0.6497378,3
15476,13.57966,13.42567,10.10775,-2.022254,2.622618,0.2250839,3
15477,4.726162,12.43211,11.50416,0.6678651,0.4470508,-0.5443039,3
15478,-1.076992,4.809699,11.86057,1.761944,0.4571153,-0.75936,3
15479,-0.789089,1.750853,12.16824,3.033455,1.500076,-0.6818821,3
15480,1.233412,1.885506,10.49226,4.033224,2.235885,-0.6405013,3
15481,2.713854,2.042492,10.60125,5.482697,2.419047,-0.7389843,3
15482,4.15529,0.3255968,11.065,6.397616,2.234767,-0.5759387,3
15483,5.14802,-0.8388153,11.39944,7.164161,1.738769,-0.6276443,3
15484,5.243445,2.0722,11.62043,7.754447,1.347127,-0.6857804,3
15485,4.847775,4.854727,17.26196,8.330258,0.806469,-0.725317,3
15486,3.871004,5.891431,15.74897,8.372285,0.8883592,-0.8323718,3
15487,1.809502,5.685224,8.635231,6.981853,0.2887908,-0.3984048,3
15488,0.120187,6.84,7.362633,5.713316,0.8778675,-0.4093473,3
15489,3.240538,-14.98689,-9.462398,2.303597,-0.02370633,-0.7637939,3
15490,-2.478822,-6.3319,0.2977263,-1.512914,-0.8448925,-0.2514276,3
15491,-4.352858,11.02981,9.944212,-4.907387,0.1341378,0.7614962,3
15492,12.51401,38.89695,-6.308953,-1.423058,0.4654052,-0.1863121,3
15493,-8.461839,-12.96868,0.5194212,-2.443385,-0.257658,0.1745865,3
15494,-1.933806,-0.6096861,12.83371,-3.657775,1.062073,1.20148,3
15495,2.795172,8.053678,12.65374,-2.912996,3.184141,0.7308276,3
15496,7.464163,13.17817,12.79579,-2.275945,1.187448,0.05078441,3
15497,3.693599,8.364533,8.998012,-1.80366,-1.021799,-0.487144,3
15498,-0.2830191,9.409209,7.736185,-1.609059,-1.786932,-0.4089946,3
15499,-6.779739,9.826354,6.978821,-1.359429,-0.7566636,0.001974786,3
15500,-5.220357,9.499818,6.281206,-1.055499,0.5525584,0.2097589,3
15501,2.494744,9.347547,4.78299,-0.8524164,0.9075314,0.2682056,3
15502,6.29494,9.691475,2.870758,-0.754102,0.0141142,0.05912121,3
15503,2.302979,9.054673,1.762402,-0.7932791,-1.414991,-0.2432455,3
15504,-1.649034,8.719438,1.611378,-0.8847156,-1.362601,-0.1832246,3
15505,-2.393562,8.419067,1.671018,-1.071734,-0.8299239,0.008430783,3
15506,-0.6508905,8.907341,1.272249,-1.1991,-0.6825994,0.08109315,3
15507,0.08497658,8.721528,1.016204,-1.347685,-0.9814391,0.0860907,3
15508,-2.218957,9.41739,2.431216,-1.492014,-0.8772998,0.1994826,3
15509,-1.221039,9.265468,2.732284,-1.694107,-0.6602885,0.3446475,3
15510,-0.8399196,8.133665,0.4095219,-1.864547,-0.8091624,0.3602522,3
15511,-2.094901,11.14928,1.48114,-2.330931,-0.5491998,0.5458144,3
15512,1.859183,12.25168,2.224029,-2.622592,-0.2553586,0.742868,3
15513,5.292427,12.99932,1.589681,-3.11725,-0.5755235,0.9594647,3
15514,5.13037,13.56937,0.8989258,-3.378067,-1.005194,0.8402738,3
15515,3.696371,17.23817,0.5772696,-3.844248,-1.835171,0.8554119,3
15516,9.211037,22.63731,-5.157567,-4.071352,-2.465487,0.7194411,3
15517,-10.63314,13.40002,11.22837,-4.024802,-4.15432,0.02235792,3
15518,-15.25049,17.95708,16.4202,-3.990055,-2.896487,0.8246842,3
15519,-5.282398,12.91247,13.86222,-2.302984,0.6726911,1.053728,3
15520,7.211334,2.16573,19.05378,-1.601436,2.192141,0.5482075,3
15521,12.11092,11.4388,9.085833,-1.580791,1.688969,0.2378711,3
15522,0.06852269,10.61899,11.11054,0.1839429,-0.09016745,-0.2012227,3
15523,-2.932165,4.071406,11.46307,2.305814,0.3331687,-0.772968,3
15524,-0.2968754,2.349319,10.74547,3.486248,1.559392,-0.5697782,3
15525,3.307901,0.840309,9.795061,4.682801,2.159272,-0.5565175,3
15526,3.52,-0.6450295,10.34001,5.573301,2.037538,-0.6116896,3
15527,3.636256,-0.6624927,10.4275,6.51998,1.789372,-0.4179873,3
15528,2.389105,-0.53448,12.38924,7.147957,1.649192,-0.4116591,3
15529,2.061202,2.290689,18.4131,7.891927,1.796724,-0.2688316,3
15530,4.761248,4.870104,17.11088,8.625806,1.949379,-0.04276433,3
15531,5.130641,5.059123,11.17856,8.576456,1.158844,0.009004218,3
15532,2.576919,6.906181,5.908517,7.283048,0.4309992,-0.055495,3
15533,10.3572,-13.69052,-0.8092141,4.320937,0.2164109,-1.212327,3
15534,-7.387131,-10.54166,-5.830388,0.3750869,-2.552845,-1.037781,3
15535,-19.68806,14.25023,8.180401,-3.943286,-1.735885,-0.5588751,3
15536,-14.17692,37.8238,-2.595336,-2.870769,1.714345,0.404659,3
15537,14.08399,-7.607191,3.82453,-2.304275,4.897859,1.020311,3
15538,19.14422,-1.038151,15.01223,-4.397966,3.948494,1.53642,3
15539,7.933122,5.278812,12.00717,-3.010132,0.08704913,-0.1542308,3
15540,-6.035044,11.77802,14.39315,-2.749354,-1.713749,-0.7223893,3
15541,-1.481127,10.90656,10.10062,-2.33811,-1.087966,-0.5442095,3
15542,1.317239,7.829793,6.672606,-1.755542,-0.8281736,-0.2407115,3
15543,-0.9027228,9.966393,6.367811,-1.533221,-0.5829481,0.1827635,3
15544,-0.7739704,9.93397,6.012912,-1.197013,-0.04570368,0.102707,3
15545,3.187463,9.246231,4.770502,-0.9904329,0.2400285,0.1382836,3
15546,6.077372,9.067459,3.116346,-0.9461385,-0.3200396,0.07243528,3
15547,1.014618,9.040582,2.770582,-0.9341167,-2.041866,-0.2921,3
15548,-6.343373,8.733735,3.668314,-0.9276319,-1.798365,-0.1306573,3
15549,-0.1352396,9.19356,2.577091,-1.033377,-0.3378608,0.254554,3
15550,2.971507,9.368217,1.09164,-1.17238,-0.1447196,0.2787212,3
15551,-1.111622,7.82649,1.029886,-1.260551,-0.9689476,0.2110299,3
15552,-3.200588,9.142682,1.571788,-1.442734,-0.6248542,0.3314262,3
15553,2.058479,11.14008,0.4948918,-1.800466,0.03156769,0.5887876,3
15554,2.807975,11.37595,1.457222,-2.047509,-0.3632766,0.5764547,3
15555,1.6101,11.12895,0.04197789,-2.508822,-0.5238267,0.838933,3
15556,3.438961,12.67562,-0.889311,-2.97211,-0.4256465,1.171794,3
15557,4.235666,13.63641,-3.872136,-3.528677,-0.9987108,1.060762,3
15558,8.382224,18.90904,-2.197906,-4.010838,-1.699343,0.8432718,3
15559,0.6680071,25.09598,1.047463,-4.287285,-4.165934,0.2040527,3
15560,-17.2683,18.25014,18.64967,-4.124099,-4.102408,0.6062829,3
15561,-9.845171,15.21009,14.64861,-2.99518,0.03484594,1.2585,3
15562,0.5351137,6.960023,17.79157,-1.949373,2.10745,1.136741,3
15563,15.23308,9.946965,13.47029,-1.875132,2.715356,0.06043501,3
15564,3.325761,11.73059,12.08201,-0.1310924,0.5134463,-0.3191981,3
15565,-1.595194,4.920725,12.41961,1.818761,0.194257,-0.8903022,3
15566,-1.701093,1.845212,11.43623,3.099298,1.10104,-0.8695417,3
15567,2.015569,0.8770811,10.63028,4.618434,2.412271,-0.7570675,3
15568,2.566742,0.6032576,10.83036,5.57586,2.584279,-0.8473385,3
15569,5.159586,-0.1332235,11.49273,6.639737,2.592169,-0.6356609,3
15570,5.408637,0.3914976,11.79979,7.396879,2.173574,-0.5970768,3
15571,4.666578,0.3014491,14.80954,8.110728,1.978598,-0.5106879,3
15572,6.503699,4.722681,17.74823,8.507583,1.786018,-0.3455406,3
15573,0.1223889,4.947434,12.04936,8.398246,0.897101,-0.3986244,3
15574,-4.853932,5.832771,7.835356,7.484293,0.6908571,-0.3125177,3
15575,9.112724,-5.004997,3.748704,4.572904,1.863737,-0.7746107,3
15576,7.015648,-13.6867,-12.23003,1.01435,-0.3484705,-0.809569,3
15577,-18.38763,-5.168188,7.561375,-2.916942,-1.540707,-0.9099746,3
15578,-16.29979,9.588953,14.09224,-5.006274,1.548507,0.9271081,3
15579,6.490029,34.74519,3.939408,-0.972843,5.294874,0.7597527,3
15580,24.09301,-12.25933,1.343632,-1.617324,5.042514,0.5791024,3
15581,14.22906,4.968833,13.28628,-3.606433,0.5875406,0.6725481,3
15582,3.391057,8.090969,13.01931,-2.97549,-1.095009,-0.8885831,3
15583,-4.365989,12.15509,14.15464,-2.512322,-2.061176,-0.8060814,3
15584,-4.382493,7.708768,10.97765,-2.101473,-1.730187,-0.7510481,3
15585,-3.718861,9.639653,7.054219,-1.687536,-1.068693,-0.01585199,3
15586,-1.696626,10.2886,6.491636,-1.385565,-0.04827045,0.1633077,3
15587,1.571066,9.315122,5.725122,-1.064178,0.2866144,0.09778717,3
15588,4.472058,9.151003,4.885947,-0.9624575,-0.06921922,0.05626685,3
15589,2.307461,9.267302,4.183417,-0.8646722,-1.347192,-0.1621898,3
15590,-2.935691,8.63,4.53894,-0.8184158,-1.798601,-0.2414332,3
15591,-4.038536,8.976763,4.795399,-0.8433172,-0.7744062,0.09227812,3
15592,2.504171,8.996042,3.018332,-0.8797401,-0.3241063,0.1524821,3
15593,2.84437,7.925157,0.3437333,-0.9806418,-1.088516,-0.001547161,3
15594,-1.561162,7.126489,-0.01528375,-1.082491,-1.63629,-0.0590938,3
15595,-4.894281,9.903298,0.4509223,-1.473232,-0.4509648,0.3265453,3
15596,0.361513,9.661513,0.3383026,-1.748265,-0.1078115,0.4754194,3
15597,1.947822,11.37327,1.020495,-2.198332,-0.4296949,0.52921,3
15598,1.099014,11.17785,2.107303,-2.471573,-0.6409318,0.6773074,3
15599,2.763538,14.12285,1.010627,-2.948535,-0.5862776,1.063911,3
15600,0.4570778,15.50794,-1.402916,-3.294401,-1.14099,1.060345,3
15601,2.602172,16.5772,-1.644309,-3.698753,-1.212867,1.081861,3
15602,2.951359,23.82574,1.090238,-4.131237,-2.138741,0.7713982,3
15603,-12.17669,17.50151,16.64895,-3.967502,-3.418442,0.5959814,3
15604,-6.882259,16.49496,13.97253,-3.511746,-0.4096191,1.272439,3
15605,4.833129,5.447672,15.40868,-1.788913,1.992295,0.4872436,3
15606,12.96471,3.68564,15.35691,-1.771526,2.143945,0.1138965,3
15607,4.205779,11.61102,9.026864,-0.5957686,0.2023346,-0.2049995,3
15608,-2.091542,7.576753,11.38435,1.191126,-0.1861773,-0.8920247,3
15609,-1.724291,2.534819,10.3794,2.905851,1.551009,-0.4630988,3
15610,1.563494,1.289388,10.31366,3.818149,2.397103,-0.4262679,3
15611,4.049881,1.63671,9.57038,4.838058,2.58689,-0.2414531,3
15612,4.750331,1.04708,9.700973,5.695203,2.348929,-0.007997081,3
15613,6.32395,-0.5796058,10.13368,6.549313,1.656848,0.227787,3
15614,5.352558,-0.3039017,11.03532,7.173284,0.9271891,0.2195637,3
15615,2.662777,0.9674644,14.3571,7.89505,0.5472776,0.1756138,3
15616,2.820172,6.020281,15.24681,8.419116,0.5702603,0.1980996,3
15617,0.2659218,5.04551,9.862885,8.091926,0.5758975,0.3744524,3
15618,4.972414,4.451229,4.237932,5.973843,0.7842288,0.2888239,3
15619,6.806396,-13.23001,-5.385928,3.371541,-0.5322324,-0.4927864,3
15620,-5.703355,-9.35603,-6.604266,-0.6196337,-2.316563,-0.5540175,3
15621,-14.3895,8.523115,6.04818,-4.384063,-0.6301894,-0.077213,3
15622,-6.4745,34.39752,0.7404757,-2.716866,1.128048,0.1924971,3
15623,1.399574,0.12003,10.30342,-3.579137,2.896011,0.7550413,3
15624,11.76573,-0.5707513,12.35397,-3.414642,2.986171,1.15898,3
15625,3.623952,5.628213,10.80052,-2.639905,0.5915971,-0.3394115,3
15626,-0.8402591,17.71774,12.4406,-2.507245,0.1925095,-0.477938,3
15627,1.757335,8.27607,8.529339,-1.616702,-0.3487289,-0.4707799,3
15628,1.924617,6.288244,6.55972,-1.48331,-0.7319004,-0.3007787,3
15629,-0.663111,10.62445,6.857977,-1.178057,-0.7853154,-0.2475951,3
15630,-3.567503,9.177503,6.638802,-0.8974205,-0.2404725,-0.05274695,3
15631,1.660257,9.54815,4.570433,-0.7108062,0.50604,0.2116802,3
15632,4.336015,9.376359,2.923021,-0.6150162,0.1606366,0.03507017,3
15633,4.158542,8.834925,1.01944,-0.6663569,-1.112091,-0.3066882,3
15634,-1.815984,9.540748,2.166075,-0.7094386,-1.340654,-0.2856949,3
15635,-2.064364,8.633025,2.168516,-0.7805511,-0.7420634,-0.07990247,3
15636,1.18606,8.598659,1.262431,-1.003261,-0.3269223,0.02385635,3
15637,-1.292539,8.551648,1.602114,-1.174449,-0.6710616,0.02961619,3
15638,-1.3295,9.521476,2.339307,-1.318577,-0.4020396,0.1368131,3
15639,1.345518,9.428758,1.276102,-1.614386,-0.2886428,0.248471,3
15640,0.8270668,10.21323,0.9501504,-1.778327,-0.542536,0.2516253,3
